20501334279;ANTONIO LEON & ASOCIADOS S.A.C;NP LIMA;NP LIMA;VACANTE;BELLAVISTA;LIMA;PROV. CONST. DEL CALLAO;VACANTE;RAUL MARTINEZ PIEROLA;NO;FIJO_MOVIL
20501335060;INVERSIONES Y NEGOCIOS S.A.                                                                         ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;JUAN DAVID RICO RESTREPO   ;SI;FIJO
20501335165;PROMOTORA DE PROYECTOS S. A.                                                                        ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;LUIS NORBERTO ARBOLEDA   ;NO;MOVIL
20501335270;LINHAMDAN ARBOLEDA & COMPANIA S EN C.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;JUDITH JANE GILBERT DE LEAVER   ;SI;FIJO_MOVIL
20501335375;INVERSIONES VIENA S.A.;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;GIUSEPPE FASANELLI BEGGIO   ;SI;FIJO
20501335480;BEGOLE S.A.;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;ALLAN PEARSON   ;NO;FIJO
20501335585;SOUTH AMERICAN ENGINEERING INC;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;MAURICIO SERRANO TORRES   ;SI;MOVIL
20501335690;DIGALI S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;LEONARDO KATZ STEIN   ;SI;MOVIL
20501335795;INVERITAKA LTDA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;HIPOLITO PINTO   ;NO;FIJO_MOVIL
20501335900;CORPORACION DE INVERSIONES Y CONSTRUCCIONES LTDA.                                                   ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;FRANCISCO JOSE HURTADO PEREZ   ;SI;FIJO
20501336005;GILBERTO HURTADO Y CIA. S.C.A.                                                                      ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;FERNANDA ZAPATA GONZALEZ   ;SI;MOVIL
20501336110;COMPAÑIA COMERCIAL DE MAQUINARIA LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;GERMAN RESTREPO CASTRO   ;NO;FIJO_MOVIL
20501336215;RESTREPO CASTRO Y CIA S.C.S.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;JAIRO UPEGUI HENAO   ;SI;FIJO
20501336320;AGROPECUARIA LOS LLANOS LIMITADA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;RAUL MATEUS BLANCO   ;SI;FIJO
20501336425;INCUBADORA DEL CENTRO S.A..;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;GUILLERMO RAMIREZ CABRALES   ;NO;MOVIL
20501336530;POLLOS DE SANTANDER POLLOSAN LTDA                                                                   ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;CARMENZA FINA DE VALLE   ;SI;MOVIL
20501336635;COMPAÑIA AEROFUMIGACIONES CALIMA S A;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;NICOLAS LONDO¥O LEMA   ;SI;FIJO_MOVIL
20501336740;INVERSIONES CAMPOAMALIA S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;JONG BIN HONG   ;NO;FIJO
20501336845;LG INDUSTRIAL SYSTEMS DE COLOMBIA S A;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;ALVARO HERNAN MONTENEGRO DAZA   ;SI;MOVIL
20501336950;GRUPO EMPRESARIAL DE INVERSIONES Y CIA LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;INAMOTO KAZUSHIGE   ;SI;FIJO_MOVIL
20501337055;MITSUBISHI CORPORATION SUCURSAL EN COLOMBIA                           ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;ALVARO PE¥A GALVIS   ;NO;FIJO
20501337160;SAPUGA S.A.;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;ARTURO HARKER BORDA   ;SI;FIJO
20501337265;TINZUQUE LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;ENRIQUE MAURICIO CASTILLA URICOHECHEA   ;SI;MOVIL
20501337370;FLORES SAN JUAN S.A. C.I.                                                                           ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;JUAN RICARDO MEJIA OTERO   ;NO;MOVIL
20501337475;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL INDUAGRICOLA LIMITADA      ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;RICHARD VAUGHAN RICAURTE   ;SI;FIJO_MOVIL
20501337580;FLORES HORIZONTE LTDA SOCIEDAD COMERCIALIZADORA                                                     ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;HERNANDO PINZON OVALLE   ;SI;FIJO
20501337685;TURFIN S.A.                                                           ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;JHON VANGHAN RICAURTE   ;NO;MOVIL
20501337790;CULTIVOS BUENAVISTA LTDA SOCIEDAD COMERCIALIZADORA INTERNACIONAL;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;MAURICIO AGUIRRE SOTO   ;SI;FIJO_MOVIL
20501337895;SOCIEDAD DE COMERCIALIZACION INTTERNACIONAL PRODUCTOS EL CARTUCHO S.A.                              ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;JAIME EDUARDO CABAL CABAL   ;SI;FIJO
20501338000;CABAL Y CIA LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;JOSE MARIA BARRERO CORTES   ;NO;FIJO
20501338105;DESACOL S.A.                                                                                        ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;EDGARD BAHAMON HORTA   ;SI;MOVIL
20501338210;CONSORCIO DE SERVICIOS INTEGRADOS DE COMERCIO EXTERIOR CONSIMEX S.A.;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;EDUARDO MONROY BARRERA   ;SI;MOVIL
20501338315;COMPAÑIA COMERCIAL EL DORADO LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;NOHORA INES ALBORNOZ BELLO   ;NO;FIJO_MOVIL
20501338420;ITELCA LTDA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;MIGUEL ANGEL ARBELAEZ OSSA   ;SI;FIJO
20501338525;DISTRIBUCIONES ARBELAEZ Y SIERRA SURTILINEAS DEL CARIBE Y CIA LTDA    ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;ESTHER VENTURA DE RENDON   ;SI;MOVIL
20501338630;LABORATORIOS PAULY PHARMACEUTICAL S.A                                                               ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;ANA ROMELIA MUÑOZ DE REYES   ;NO;FIJO_MOVIL
20501338735;PRODUCTOS PARA CUERO PROCUR LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;FRANCESCO LEGGIO LO CURTO   ;SI;FIJO
20501338840;SIMA QUIMICA COLOMBIA S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;JUAN CARLOS MARTINEZ JIMENEZ   ;SI;FIJO
20501338945;TEXTILES AMERICA LTDA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;JOSE GREGORIO HOYOS CRUZ   ;NO;MOVIL
20501339050;VENTAS INSTITUCIONALES LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;EDGAR CARDENAS RUIZ   ;SI;MOVIL
20501339155;SOLDADURAS MEGRIWELD S A;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;ERNESTO FORERO LUQUE   ;SI;FIJO_MOVIL
20501339260;TEJIDOS LONDRES LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;HECTOR GUILLERMO VARGAS RODRIGUEZ   ;NO;FIJO
20501339365;ALMACEN SANITARIO LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;PIERRE HENDRIX   ;SI;MOVIL
20501339470;COMPAÑIA COMERCIAL CURACAO DE COLOMBIA S A;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;PATRICIO LUGARI CASTRILLON   ;SI;FIJO_MOVIL
20501339575;COMPAÑIA COLOMBIANA DE QUIMICOS S.A.                                  ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;PEDRO MANUEL DUQUE R.   ;NO;FIJO
20501339680;TECNO INGENIERIA LTDA;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;PABLO ENRIQUE BONILLA GOMEZ   ;SI;FIJO
20501339785;BOGOFORMA LTDA.;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;BENJAMIN MENDEZ MENDEZ   ;SI;MOVIL
20501339890;FERRETERIA MULTIALAMBRES LTDA                                                                       ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;LUIS EFREN SOTO GONZALEZ   ;NO;MOVIL
20501339995;ZULUAGA & SOTO CIA LTDA                                                                             ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;VERA PATRICIA HEILBRON ANDRADE   ;SI;FIJO_MOVIL
20501340100;TRANSFORMADORES DE COLOMBIA LTDA.;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;PEDRO LUIS MAYORGA   ;SI;FIJO
20501340205;MASTER ELECTRICO DEL VALLE LTDA.;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;FERNANDO GONZALEZ LOZANO   ;NO;MOVIL
20501340310;REPRESENTACIONES FERCON LTDA.;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;ALVARO GONZALEZ SISTAC   ;SI;FIJO_MOVIL
20501340415;ASISTENCIA TECNICA DE MATERIALES PARA LA CONSTRUCCION LTDA            ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;LIBARDO MU¥OZ HERNANDEZ   ;SI;FIJO
20501340520;ALMACEN DENTAL - ALDENTAL S.A.                                                                      ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;GABRIEL JAIME DE JESUS MOLINA DIAZ   ;NO;FIJO
20501340625;DISTRIBUIDORA TROPITODO LIMITADA                                      ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;MARIA VICTORIA RESTREPO DE RESTREPO   ;SI;MOVIL
20501340730;INVERSIONES EL CARMEN S.C.A.                                                                        ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;EDUARDO ANTONIO CARDONA CARDONA   ;SI;MOVIL
20501340835;NUTRIABONOS LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;WILLIAM ISMAEL MORALES MOGOLLON   ;NO;FIJO_MOVIL
20501340940;W M COMPUTADORES Y ELECTRONICA LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;JOSE MANUEL SUSO DOMINGUEZ   ;SI;FIJO
20501341045;PROALIMENTOS LIMITADA                                                                               ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;CLAUDIO SERRANO GOMEZ   ;SI;MOVIL
20501341150;ALMACENAMIENTOS FARMACEUTICOS ESPECIALIZADOS ALFARES LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;CAMILO NORIEGA MEJIA   ;NO;FIJO_MOVIL
20501341255;DROGUERIA ULTRAMAR S. A.;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;LUIS HERNANDO HERNANDEZ PATI¤O   ;SI;FIJO
20501341360;FERROALUMINIOS LTDA                                                                                 ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;JOSE LEANDRO GUZMAN ARROYO   ;SI;FIJO
20501341465;SUPRA S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;CARLOS JOSE GOMEZ URIBE   ;NO;MOVIL
20501341570;DISTRICONDOR LIMITADA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;SANTIAGO BANCALARI TERZI   ;SI;MOVIL
20501341675;AUTOMARKET LIMITED;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;JUAN MANUEL GARCIA BELTRAN   ;SI;FIJO_MOVIL
20501341780;GARCILLANTAS S.A.                                                                                   ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;EDUARDO AVILA NAVARRETE   ;NO;FIJO
20501341885;ALCIAUTOS LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;JAIME ALBERTO AREVALO PERDOMO   ;SI;MOVIL
20501341990;AUTO ANDROMEDA S.A;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;CARLOS FELIPE ROPERO EUSE   ;SI;FIJO_MOVIL
20501342095;PROCAR INVERSIONES S EN C S;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;CLAUDIA MARIA GOMEZ RENDON   ;NO;FIJO
20501342200;AUTOMAYOR S A;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;JOSELIN GUTIERREZ   ;SI;FIJO
20501342305;DISTRIBUIDORA DE RODAMIENTOS LTDA;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;OCEAN BORRERO   ;SI;MOVIL
20501342410;OBYCO S.A.                                                                                          ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;ARTURO MANTILLA CONSUEGRA   ;NO;MOVIL
20501342515;TOLIMOTOS LIMITADA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;IGNACIO DURAN ARIAS   ;SI;FIJO_MOVIL
20501342620;CONSTRUCTORA BOSQUE DE LOS REYES S.A. ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;RAMIRO ALBERTO PEREZ RESTREPO   ;SI;FIJO
20501342725;LATINOAMERICANA DE CONSTRUCCIONES S.A.;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;SANTIAGO ALBERTO BOTERO IRIARTE   ;NO;MOVIL
20501342830;INVERSIONES CONJUNTO M DE Y S.A.                                                                    ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;MICHIO MAKINO   ;SI;FIJO_MOVIL
20501342935;MARUBENI CORPORATION SUCURSAL COLOMBIA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;ROBERTO GALANTE HERRERA   ;SI;FIJO
20501343040;R & A GALANTE HERRERA LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;JAIME JOSE DURAN MONTERROSA   ;NO;FIJO
20501343145;ISAAC Y DURAN LTDA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;GLORIA AFANDOR VILLEGAS   ;SI;MOVIL
20501343250;INGENIERIA 79 S.A.;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;MARCOS FISBOIN R.   ;SI;MOVIL
20501343355;PROMOCIONES FUTURA S.A.;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;LUIS ALBERTO ORTIZ REY   ;NO;FIJO_MOVIL
20501343460;ORTIZ REY INGENIEROS LTDA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;ARMANDO DE JESUS ACOSTA SANCHEZ   ;SI;FIJO
20501343565;CONSRUCTORA  A&C  S.A.                                                ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;ALFONSO GARCIA GALVIS   ;SI;MOVIL
20501343670;GREGA LTDA                                                                                          ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;FERNANDO AREVALO DE BOECK   ;NO;FIJO_MOVIL
20501343775;COCO COMPAÑIA DE CONSTRUCCIONES LTDA                                                           ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;NEFTALI ALFONSO CARDOZO CHAPARRO   ;SI;FIJO
20501343880;INDUSTRIAL DE MEZCLAS ASFALTICA LTDA;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;LUIS EDUARDO ORDO¥EZ CARDOZO   ;SI;FIJO
20501343985;ORDOÑEZ CARDENAS Y CIA LTDA INGENIEROS CONTRATISTAS CONSTRUCTORES                                  ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;ALVARO SAMPER SALCEDO   ;NO;MOVIL
20501344090;TRIANON S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;ALLAN PEARSON   ;SI;MOVIL
20501344195;PETROLEUM TUBULAR INSPECCION INC. SUCURSAL DE COLOMBIA;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;ALVARO ESCOBAR RESTREPO   ;SI;FIJO_MOVIL
20501344300;FUNDICION ESCOBAR S.A.                                                ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;BENJAMIN VILLEGAS JIMENEZ   ;NO;FIJO
20501344405;VILLEGAS ASOCIADOS S A                                                         ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;CAMILO SANCHEZ COLLINS   ;SI;MOVIL
20501344510;ZETTA COMUNICADORES LIMITADA;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;FERNANDO PE¥A SAAVEDRA   ;SI;FIJO_MOVIL
20501344615;CARTOPEL S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;RODRIGO REVOREDO CHOCANO   ;NO;FIJO
20501344720;YASAKI METREX S.A.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;HERNANDO VASQUEZ SILVA   ;SI;FIJO
20501344825;FEPCO ZONA FRANCA S.A.                                                ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;JOSE EUSEBIO MORENO PINEDA   ;SI;MOVIL
20501344930;RAPISCOL S.A                                                                                        ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;MOUSSA KHOUDARI NESSIM   ;NO;MOVIL
20501345035;TEXTILES WAMSUTTA LTDA.;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;GONZALO CADAVID HENAO   ;SI;FIJO_MOVIL
20501345140;DISTRIBUIDORA DE CONFECCIONES Y TEXTILES DISCONYTEX LTDA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;AUGUSTO GABRIEL RUIZ RUIZ   ;SI;FIJO
20501345245;SERRANO GOMEZ PRETECOR LTDA.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;EDGAR POSADA HENAO   ;NO;MOVIL
20501345350;PREMOLDA LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;HUMBERTO VANEGAS RAMIREZ   ;SI;FIJO_MOVIL
20501345455;PRODUCTOS ESPECIALES DE CONCRETO S A;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;JOSE ALFONSO PE¥A PE¥A   ;SI;FIJO
20501345560;TRIMCO S.A.                                                           ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;HERNANDO MONTAGUT MONTAGUT   ;NO;FIJO
20501345665;DITE S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;JESUS MARIA CALVO CALVO   ;SI;MOVIL
20501345770;GRUPO INDUCILEMAN LTDA.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;JORGE ERNESTO CORONADO ORJUELA   ;SI;MOVIL
20501345875;COMPAÑIA METALICA ASOCIADA C M A LTDA;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;MAURICIO IRAGORRI RIZO   ;NO;FIJO_MOVIL
20501345980;CONSTRUCTORA SANTA ANA S.A.                                           ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;JORGE ENRIQUE LOPEZ NOGALES   ;SI;FIJO
20501346085;PRODUCTORA ANDINA DE DULCES S A;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;KOREN EITA   ;SI;MOVIL
20501346190;TELESENTINEL LTDA.                                                    ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;ELSIE CHARRY DE HERRERA   ;NO;FIJO_MOVIL
20501346295;IMPULSO Y MERCADEO S.A.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;OCUPADO;JUAN LUIS HERNAN TRUJILLO AGUDELO   ;SI;FIJO
20501346400;SOMOS SOLUCIONES LABORALES S.A.                                                                     ;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;VACANTE;LUBIN CHACON   ;SI;FIJO
20501346505;KORN/FERRY INTERNATIONAL COLOMBIA;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;JAIME ARENAS BUENAHORA   ;NO;MOVIL
20501346610;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL CICOLTA S.A.               ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;ALFONSO JARAMILLO ANGEL   ;SI;MOVIL
20501346715;ANCLA LIMITADA;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;TIRSO MIGUEL QUINTERO OVALLE   ;SI;FIJO_MOVIL
20501346820;CONSULTORES UNIDOS S.A.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;MARIO BOLIVAR GRIMALDOS   ;NO;FIJO
20501346925;TECNICONTROL S.A.;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;ALFONSO GARCIA GALVIS   ;SI;MOVIL
20501347030;GARCIA WERNHER Y CIA S EN C.;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;OCUPADO;JUAN MARIO PATI¥O CUARTAS   ;SI;FIJO_MOVIL
20501347135;VENTAS Y SERVICIOS  S.A.                                                                            ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;VACANTE;BERNARDO JIMENEZ LOZANO   ;NO;FIJO
20501347240;LISTOS S.A.;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;VACANTE;WILLIAM FERNANDO YARCE MAYA   ;SI;FIJO
20501347345;LABORALES MEDELLIN S.A.;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;ARTURO CHOIS MALAGA   ;SI;MOVIL
20501347450;COMPAÑIA MANUFACTURERA ONIX S A;NP TACNA;NP TACNA;VACANTE;TACNA;TACNA;TACNA;OCUPADO;JOSE MANUEL LONDO¥O   ;NO;MOVIL
20501347555;INDUSTRIA DE MUEBLES DEL VALLE LTDA INVAL                             ;NP PIURA;NP PIURA;VACANTE;PIURA;PIURA;PIURA;VACANTE;SIMON SENCHERMAN KOVALSKI   ;SI;FIJO_MOVIL
20501347660;INDUSTRIAS ZABRA S.A...                                                                              ;NP ICA;NP ICA;VACANTE;ICA;ICA;ICA;OCUPADO;RODRIGO VALLEJO DELGADO   ;SI;FIJO
20501347765;ALUMINIO DEL PACIFICO S.A.                                            ;NP TRUJILLO;NP TRUJILLO;VACANTE;TRUJILLO;TRUJILLO;TRUJILLO;OCUPADO;AURA CECILIA GRAJALES MARIN   ;NO;MOVIL
20501347870;AGROPECUARIA BERGINIE S.A                                                                           ;NP LIMA;NP LIMA;VACANTE;LIMA;LIMA;LIMA;VACANTE;JOHN MACCHI MEJIA   ;SI;FIJO_MOVIL
